whiteCardId,deckId
057e06b6-5078-4e18-a74e-d12cd1d778c9,bd04252a-c84c-4b44-b1c5-eb48097c48e8
05900632-84c7-4012-b577-3ad1d03d3dcc,96d9ae8b-2a10-4724-9e08-4ae2d4183077
05a02561-5bd3-4a9d-af44-a437b3acff2a,24ef4982-8c42-4524-8a43-dd4b0c6f249b
05a7c9f2-a6a0-46e9-b462-0379b1e88bef,6e657b0b-2b5a-462b-9257-547ead49daa1
05d4c3b1-4cfe-442d-a2c4-3c704d6fc897,61337ed7-f94e-4806-ba04-962eca86c793
05d4c3b1-4cfe-442d-a2c4-3c704d6fc897,7ced2f7b-0fe8-4422-a068-f3f8582a8f7f
05d4c3b1-4cfe-442d-a2c4-3c704d6fc897,b09d7dac-c133-485f-b59d-c8bfcaa7181b
05d4c3b1-4cfe-442d-a2c4-3c704d6fc897,ceee8cbc-e3f7-4096-abb2-f1c50e278ef6
05d4dc87-944f-4dac-97ea-ba4f1d8a2b34,bd04252a-c84c-4b44-b1c5-eb48097c48e8
065c0bfc-5328-4ca2-93e5-7641ed0bee09,ceee8cbc-e3f7-4096-abb2-f1c50e278ef6
065c0bfc-5328-4ca2-93e5-7641ed0bee09,f2a6fa58-5306-4d1d-9bf2-29985264f7c9
066378c8-306a-4a0c-b48e-c078df5ededb,61337ed7-f94e-4806-ba04-962eca86c793
066378c8-306a-4a0c-b48e-c078df5ededb,bd04252a-c84c-4b44-b1c5-eb48097c48e8
06b0e0f6-51be-4b41-9522-868bc8edfdf9,96d9ae8b-2a10-4724-9e08-4ae2d4183077
06bc2d7c-c6b2-429f-8dde-b9538bb1252e,6a5c4a88-6b10-4695-b80d-a091c23101a0
06c878e3-ac6b-4096-86d4-68dfdde2578d,bd04252a-c84c-4b44-b1c5-eb48097c48e8
06d8b702-566f-4575-b161-707c1eea95a2,6f065003-606b-47ef-b01b-397f83371452
06f85093-b003-4e26-985a-2029141be9e9,ceee8cbc-e3f7-4096-abb2-f1c50e278ef6
06f85093-b003-4e26-985a-2029141be9e9,f2a6fa58-5306-4d1d-9bf2-29985264f7c9
06f985a9-6883-42e5-be64-80adce07d7f2,96d9ae8b-2a10-4724-9e08-4ae2d4183077
0713027a-890e-4d03-af5f-5963f9dfa8b4,2dbe39e5-925b-4370-baed-bed3797a1122
0728d7e1-2957-4a22-9e96-a7fd504ed27e,96d9ae8b-2a10-4724-9e08-4ae2d4183077
072c9e1b-7646-4397-ad16-30e7808cad8e,6e657b0b-2b5a-462b-9257-547ead49daa1
0757e0ab-ba08-4fb1-9b2d-d742cfc42348,7ced2f7b-0fe8-4422-a068-f3f8582a8f7f
0757e0ab-ba08-4fb1-9b2d-d742cfc42348,ceee8cbc-e3f7-4096-abb2-f1c50e278ef6
075a6a32-cf92-4b35-8a5f-112dd26a0b2f,18da9dba-20c6-4258-ac08-fbfa9ff7b04e
0760fb5b-3a7b-4761-a4ba-696266957d35,61337ed7-f94e-4806-ba04-962eca86c793
0760fb5b-3a7b-4761-a4ba-696266957d35,7ced2f7b-0fe8-4422-a068-f3f8582a8f7f
0760fb5b-3a7b-4761-a4ba-696266957d35,b09d7dac-c133-485f-b59d-c8bfcaa7181b
0760fb5b-3a7b-4761-a4ba-696266957d35,bd04252a-c84c-4b44-b1c5-eb48097c48e8
0760fb5b-3a7b-4761-a4ba-696266957d35,ceee8cbc-e3f7-4096-abb2-f1c50e278ef6
076c22bc-e395-48c8-ae3e-d4800894d635,6a5c4a88-6b10-4695-b80d-a091c23101a0
076d0af4-338f-45ae-b2ca-1cd6b77f4197,96d9ae8b-2a10-4724-9e08-4ae2d4183077
076fb3b5-8dd0-4610-951c-af4b03f25824,96d9ae8b-2a10-4724-9e08-4ae2d4183077
079836b7-1bba-4e42-908d-6c97fc2cb7d4,f2a6fa58-5306-4d1d-9bf2-29985264f7c9
07caf37f-0fef-445b-9210-9454c8c93c7b,96d9ae8b-2a10-4724-9e08-4ae2d4183077
07fccd2e-03f1-4afe-bdef-08b99a832c3a,ceee8cbc-e3f7-4096-abb2-f1c50e278ef6
07fccd2e-03f1-4afe-bdef-08b99a832c3a,f2a6fa58-5306-4d1d-9bf2-29985264f7c9
0813bbe9-e218-40b1-bec6-96e15058b220,5f1d0abf-3250-41a0-9336-add23eb333cb
0830ba39-2823-4150-96df-5bf92bf9287f,f2a6fa58-5306-4d1d-9bf2-29985264f7c9
087deded-7ec2-4b49-83e3-c15ca7f8dffa,44454d3d-e5e6-4f18-a330-cedca7fbb482
0881791f-6708-4971-ab93-a016985b0a23,44454d3d-e5e6-4f18-a330-cedca7fbb482
08b1ec3a-900e-42f0-b047-a590e0b0e55e,96d9ae8b-2a10-4724-9e08-4ae2d4183077
08eca712-b6fc-4b71-b993-d8a5853926ca,f2a6fa58-5306-4d1d-9bf2-29985264f7c9
0911f360-9faa-488e-ac6d-b584c15f6c46,39bbd502-dc51-451b-abdf-67e3daa168d5
091ef211-0fb1-44ae-8b30-ff35927c0ea8,e4c1ed0c-e4d8-4d49-b951-e44ab66bb515
09a66a08-8a5c-43ff-ab58-73922e3a9609,6f065003-606b-47ef-b01b-397f83371452
09a976fd-9743-4c84-80dc-e8cff116ec7b,bd04252a-c84c-4b44-b1c5-eb48097c48e8
09a976fd-9743-4c84-80dc-e8cff116ec7b,ceee8cbc-e3f7-4096-abb2-f1c50e278ef6
09b71fd6-f3af-4ff0-986c-8a1373fc54ef,bd04252a-c84c-4b44-b1c5-eb48097c48e8
09b71fd6-f3af-4ff0-986c-8a1373fc54ef,ceee8cbc-e3f7-4096-abb2-f1c50e278ef6
09b7a259-9261-4d21-b842-8514eec52d7b,7ced2f7b-0fe8-4422-a068-f3f8582a8f7f
09c62a97-0e0e-4a70-b8ad-bd457ca648e5,ceee8cbc-e3f7-4096-abb2-f1c50e278ef6
09c62a97-0e0e-4a70-b8ad-bd457ca648e5,f2a6fa58-5306-4d1d-9bf2-29985264f7c9
09ded0b9-5b4f-4d2d-9d2e-fb82e85f4d29,96d9ae8b-2a10-4724-9e08-4ae2d4183077
09ed27b0-1941-44d8-965c-474d49edebf9,44454d3d-e5e6-4f18-a330-cedca7fbb482
09ed27b0-1941-44d8-965c-474d49edebf9,6a5c4a88-6b10-4695-b80d-a091c23101a0
0a12a962-253f-4b09-b37a-fb907a4ffcd7,ceee8cbc-e3f7-4096-abb2-f1c50e278ef6
0a12a962-253f-4b09-b37a-fb907a4ffcd7,f2a6fa58-5306-4d1d-9bf2-29985264f7c9
0a1f2207-d2b8-4559-9108-1d586198ce4f,61337ed7-f94e-4806-ba04-962eca86c793
0a1f2207-d2b8-4559-9108-1d586198ce4f,7ced2f7b-0fe8-4422-a068-f3f8582a8f7f
0a1f2207-d2b8-4559-9108-1d586198ce4f,b09d7dac-c133-485f-b59d-c8bfcaa7181b
0a1f2207-d2b8-4559-9108-1d586198ce4f,bd04252a-c84c-4b44-b1c5-eb48097c48e8
0a2c6c60-f7f9-4564-a8ba-0dd55c78e33a,fe4c4c83-d199-4297-ae94-1e150244d3d6
0a653616-867e-4168-9a98-005223df34bc,ceee8cbc-e3f7-4096-abb2-f1c50e278ef6
0a653616-867e-4168-9a98-005223df34bc,f2a6fa58-5306-4d1d-9bf2-29985264f7c9
0a764728-54a0-4f7c-9e29-714546865534,7ced2f7b-0fe8-4422-a068-f3f8582a8f7f
0a764728-54a0-4f7c-9e29-714546865534,b09d7dac-c133-485f-b59d-c8bfcaa7181b
0a7d7ca2-f621-4842-9646-9c64046a5ed4,aee4ae59-3150-4b08-ba09-d93f39c1debc
0aadd4d0-cfbc-4804-939e-6e6821187685,2dbe39e5-925b-4370-baed-bed3797a1122
0ad7542c-9423-4648-9392-c6c47b9ee872,61337ed7-f94e-4806-ba04-962eca86c793
0ae29922-f5e0-49b6-84ee-d1c45fa0022a,e6a4400d-0ef0-4dda-bf2a-0a884791a06d
0b099e4a-cc88-42a0-a551-473ea6df6dff,61337ed7-f94e-4806-ba04-962eca86c793
0b099e4a-cc88-42a0-a551-473ea6df6dff,7ced2f7b-0fe8-4422-a068-f3f8582a8f7f
0b099e4a-cc88-42a0-a551-473ea6df6dff,b09d7dac-c133-485f-b59d-c8bfcaa7181b
0b099e4a-cc88-42a0-a551-473ea6df6dff,bd04252a-c84c-4b44-b1c5-eb48097c48e8
0b099e4a-cc88-42a0-a551-473ea6df6dff,ceee8cbc-e3f7-4096-abb2-f1c50e278ef6
0b2ba97a-ad38-4f5a-a500-db19addb9b56,e4c1ed0c-e4d8-4d49-b951-e44ab66bb515
0b314cdb-8655-4994-be39-f4762896279f,1c0a41a7-023c-49e9-ad6b-d862488ac74f
0b56f019-6d08-4510-af37-0e2e1db8549f,61337ed7-f94e-4806-ba04-962eca86c793
0b56f019-6d08-4510-af37-0e2e1db8549f,7ced2f7b-0fe8-4422-a068-f3f8582a8f7f
0b56f019-6d08-4510-af37-0e2e1db8549f,b09d7dac-c133-485f-b59d-c8bfcaa7181b
0b56f019-6d08-4510-af37-0e2e1db8549f,bd04252a-c84c-4b44-b1c5-eb48097c48e8
0b56f019-6d08-4510-af37-0e2e1db8549f,ceee8cbc-e3f7-4096-abb2-f1c50e278ef6
0b9d7971-3329-4ace-92ee-c0a4c7255060,9975567c-e40c-4a16-bf97-75d2df93f863
0b9d7971-3329-4ace-92ee-c0a4c7255060,ad14e07f-490c-4dc3-b10f-021d37ddb2da
0bc27470-a3ed-414e-acf8-0bee71da9009,2298a355-579f-48c5-8f3b-d17da6e6907a
0bce65b9-bf56-47a6-8542-0256b8a76f41,bd04252a-c84c-4b44-b1c5-eb48097c48e8
0bdac69c-baff-489c-a48e-ce462fd8bae3,99dd00ca-9573-425e-9ec0-e2f0e52c3e1e
0bf09d8a-b67c-43c2-b918-281b0bf09ae8,bd04252a-c84c-4b44-b1c5-eb48097c48e8
0bf7c88c-2963-488b-aa39-fad0ad35618d,61337ed7-f94e-4806-ba04-962eca86c793
0bf7c88c-2963-488b-aa39-fad0ad35618d,7ced2f7b-0fe8-4422-a068-f3f8582a8f7f
0bf7c88c-2963-488b-aa39-fad0ad35618d,b09d7dac-c133-485f-b59d-c8bfcaa7181b
0bf7c88c-2963-488b-aa39-fad0ad35618d,bd04252a-c84c-4b44-b1c5-eb48097c48e8
0bf7c88c-2963-488b-aa39-fad0ad35618d,ceee8cbc-e3f7-4096-abb2-f1c50e278ef6
0c0cb96d-8808-49e8-b53b-ddf2f66a39b9,61337ed7-f94e-4806-ba04-962eca86c793
0c0cb96d-8808-49e8-b53b-ddf2f66a39b9,7ced2f7b-0fe8-4422-a068-f3f8582a8f7f
0c0cb96d-8808-49e8-b53b-ddf2f66a39b9,b09d7dac-c133-485f-b59d-c8bfcaa7181b
0c0cb96d-8808-49e8-b53b-ddf2f66a39b9,bd04252a-c84c-4b44-b1c5-eb48097c48e8
0c0cb96d-8808-49e8-b53b-ddf2f66a39b9,ceee8cbc-e3f7-4096-abb2-f1c50e278ef6
0c51bfaf-1a8f-43da-a725-eeed7dbd21d6,e4c1ed0c-e4d8-4d49-b951-e44ab66bb515
0cbb6189-32a4-4082-9030-4d154097fa24,18da9dba-20c6-4258-ac08-fbfa9ff7b04e
0cbfdb01-206e-46d8-bbf5-b09cc63685a0,61337ed7-f94e-4806-ba04-962eca86c793
0cbfdb01-206e-46d8-bbf5-b09cc63685a0,7ced2f7b-0fe8-4422-a068-f3f8582a8f7f
0cbfdb01-206e-46d8-bbf5-b09cc63685a0,b09d7dac-c133-485f-b59d-c8bfcaa7181b
0cbfdb01-206e-46d8-bbf5-b09cc63685a0,bd04252a-c84c-4b44-b1c5-eb48097c48e8
0cbfdb01-206e-46d8-bbf5-b09cc63685a0,ceee8cbc-e3f7-4096-abb2-f1c50e278ef6
0cc7eb16-b9c6-4850-98f6-b9e2a72fd013,61337ed7-f94e-4806-ba04-962eca86c793
0cc7eb16-b9c6-4850-98f6-b9e2a72fd013,7ced2f7b-0fe8-4422-a068-f3f8582a8f7f
0cc7eb16-b9c6-4850-98f6-b9e2a72fd013,b09d7dac-c133-485f-b59d-c8bfcaa7181b
0cc7eb16-b9c6-4850-98f6-b9e2a72fd013,bd04252a-c84c-4b44-b1c5-eb48097c48e8
0cc7eb16-b9c6-4850-98f6-b9e2a72fd013,ceee8cbc-e3f7-4096-abb2-f1c50e278ef6
0d09f465-fe93-4371-bab3-460adfdfc462,a48b2293-31bd-401a-b71f-388f3b8d6851
0d2d282a-3ec0-4871-b330-9a71638fb5d3,cf1f3612-6215-4c5c-b61a-1ccf8602493c
0d32088b-0ff4-47a6-b33a-155192cecb87,e4c1ed0c-e4d8-4d49-b951-e44ab66bb515
0d49ba78-c7a9-4114-a53b-84fd2440bc28,96d9ae8b-2a10-4724-9e08-4ae2d4183077
0d813c64-3648-4187-8d81-260f3839b12c,ef91bcd6-6c0a-4c90-8b49-e1a343fe1448
0da8456a-ff4a-4bfc-99ab-81ea44ae916f,61337ed7-f94e-4806-ba04-962eca86c793
0da8456a-ff4a-4bfc-99ab-81ea44ae916f,7ced2f7b-0fe8-4422-a068-f3f8582a8f7f
0da8456a-ff4a-4bfc-99ab-81ea44ae916f,b09d7dac-c133-485f-b59d-c8bfcaa7181b
0da8456a-ff4a-4bfc-99ab-81ea44ae916f,bd04252a-c84c-4b44-b1c5-eb48097c48e8
0da8456a-ff4a-4bfc-99ab-81ea44ae916f,ceee8cbc-e3f7-4096-abb2-f1c50e278ef6
0dc982ec-af5b-41d3-8917-6aa760a53d22,e4c1ed0c-e4d8-4d49-b951-e44ab66bb515
0de810bd-20b9-40a1-bb7c-76759aa81ff8,6e657b0b-2b5a-462b-9257-547ead49daa1
0dfc8fa8-b25f-4385-8922-f4457b3f5b23,f2a6fa58-5306-4d1d-9bf2-29985264f7c9
0e1c7bb4-771f-4017-9ddb-e9d449feae04,61337ed7-f94e-4806-ba04-962eca86c793
0e1c7bb4-771f-4017-9ddb-e9d449feae04,7ced2f7b-0fe8-4422-a068-f3f8582a8f7f
0e1c7bb4-771f-4017-9ddb-e9d449feae04,b09d7dac-c133-485f-b59d-c8bfcaa7181b
0e1c7bb4-771f-4017-9ddb-e9d449feae04,bd04252a-c84c-4b44-b1c5-eb48097c48e8
0e1c7bb4-771f-4017-9ddb-e9d449feae04,ceee8cbc-e3f7-4096-abb2-f1c50e278ef6
0e1ed95b-8f64-44e2-9894-d74ea99ca107,6a5c4a88-6b10-4695-b80d-a091c23101a0
0e9fc533-e1a5-4fb0-96e4-7c08d4420513,61337ed7-f94e-4806-ba04-962eca86c793
0e9fc533-e1a5-4fb0-96e4-7c08d4420513,bd04252a-c84c-4b44-b1c5-eb48097c48e8
0eae748d-163c-4c67-a78f-62287f9f38b3,61337ed7-f94e-4806-ba04-962eca86c793
0eae748d-163c-4c67-a78f-62287f9f38b3,7ced2f7b-0fe8-4422-a068-f3f8582a8f7f
0eae748d-163c-4c67-a78f-62287f9f38b3,b09d7dac-c133-485f-b59d-c8bfcaa7181b
0eae748d-163c-4c67-a78f-62287f9f38b3,bd04252a-c84c-4b44-b1c5-eb48097c48e8
0ebd8695-03af-4227-8a16-f10ae6003ade,61337ed7-f94e-4806-ba04-962eca86c793
0ebd8695-03af-4227-8a16-f10ae6003ade,7ced2f7b-0fe8-4422-a068-f3f8582a8f7f
0ebd8695-03af-4227-8a16-f10ae6003ade,b09d7dac-c133-485f-b59d-c8bfcaa7181b
0ebd8695-03af-4227-8a16-f10ae6003ade,bd04252a-c84c-4b44-b1c5-eb48097c48e8
0f1c07c1-c740-4516-b4e0-3c4129c49d86,6a5c4a88-6b10-4695-b80d-a091c23101a0
0f1ecc08-a9fe-4348-b9ca-4f0cf078cc0b,e4c1ed0c-e4d8-4d49-b951-e44ab66bb515
0f28a86a-5f39-4873-8c3d-f7010ad077ce,7ced2f7b-0fe8-4422-a068-f3f8582a8f7f
0f28a86a-5f39-4873-8c3d-f7010ad077ce,b09d7dac-c133-485f-b59d-c8bfcaa7181b
0f28a86a-5f39-4873-8c3d-f7010ad077ce,bd04252a-c84c-4b44-b1c5-eb48097c48e8
0f28a86a-5f39-4873-8c3d-f7010ad077ce,ceee8cbc-e3f7-4096-abb2-f1c50e278ef6
0f3220b6-f3c1-4fcb-ba08-7642cb34fa6a,076af32f-c886-410c-bbc5-91a3fe3da63e
0f35a87d-dca0-4b74-8c18-d562d732cb8c,e4c1ed0c-e4d8-4d49-b951-e44ab66bb515
0f3b8d9e-1db2-4fdc-8fd4-010f5ee5f476,f2a6fa58-5306-4d1d-9bf2-29985264f7c9
0f820126-4bf0-4431-8694-67d61843d3f3,bd04252a-c84c-4b44-b1c5-eb48097c48e8
0faf1414-1beb-4854-b6f7-5f19a52a7afa,99dd00ca-9573-425e-9ec0-e2f0e52c3e1e
0fb294d9-ca75-4dcf-81f0-6574e234c930,96d9ae8b-2a10-4724-9e08-4ae2d4183077
0fbf0ce2-177b-4013-9c94-5ecfac0e2614,ceee8cbc-e3f7-4096-abb2-f1c50e278ef6
0fbf0ce2-177b-4013-9c94-5ecfac0e2614,f2a6fa58-5306-4d1d-9bf2-29985264f7c9
0fe09fc0-8ec0-4656-8008-f364ee999e3d,61337ed7-f94e-4806-ba04-962eca86c793
0fe09fc0-8ec0-4656-8008-f364ee999e3d,7ced2f7b-0fe8-4422-a068-f3f8582a8f7f
0fe09fc0-8ec0-4656-8008-f364ee999e3d,b09d7dac-c133-485f-b59d-c8bfcaa7181b
0fe09fc0-8ec0-4656-8008-f364ee999e3d,bd04252a-c84c-4b44-b1c5-eb48097c48e8
0fe09fc0-8ec0-4656-8008-f364ee999e3d,ceee8cbc-e3f7-4096-abb2-f1c50e278ef6
0fe0f847-7506-4289-9868-64fcf5ebef62,c492558a-42d3-4c9b-b8ca-bd6892349ee0
0ff40cdc-d1c1-42d8-9f7c-90a773b8881d,aee4ae59-3150-4b08-ba09-d93f39c1debc
100d3f14-012f-404d-8d82-ba794ad37a0c,61337ed7-f94e-4806-ba04-962eca86c793
100d3f14-012f-404d-8d82-ba794ad37a0c,7ced2f7b-0fe8-4422-a068-f3f8582a8f7f
100d3f14-012f-404d-8d82-ba794ad37a0c,b09d7dac-c133-485f-b59d-c8bfcaa7181b
100d3f14-012f-404d-8d82-ba794ad37a0c,bd04252a-c84c-4b44-b1c5-eb48097c48e8
100d3f14-012f-404d-8d82-ba794ad37a0c,ceee8cbc-e3f7-4096-abb2-f1c50e278ef6
10195f8c-2f24-486c-85df-cbe41428e8da,bd04252a-c84c-4b44-b1c5-eb48097c48e8
10195f8c-2f24-486c-85df-cbe41428e8da,ceee8cbc-e3f7-4096-abb2-f1c50e278ef6
102ae936-3e72-4586-b5e4-c034384cb296,61337ed7-f94e-4806-ba04-962eca86c793
102ae936-3e72-4586-b5e4-c034384cb296,7ced2f7b-0fe8-4422-a068-f3f8582a8f7f
102ae936-3e72-4586-b5e4-c034384cb296,b09d7dac-c133-485f-b59d-c8bfcaa7181b
102ae936-3e72-4586-b5e4-c034384cb296,bd04252a-c84c-4b44-b1c5-eb48097c48e8
102ae936-3e72-4586-b5e4-c034384cb296,ceee8cbc-e3f7-4096-abb2-f1c50e278ef6
104b8c1a-ea1a-4db9-9f95-d3fda2beb3b5,bd04252a-c84c-4b44-b1c5-eb48097c48e8
10562c0f-fae2-46d6-bb00-d5e04a3db0ec,2298a355-579f-48c5-8f3b-d17da6e6907a
105fec9c-b9dd-4c99-88f2-66a7d7153deb,96d9ae8b-2a10-4724-9e08-4ae2d4183077
107c509f-6c4f-48f5-8f0b-f9afcc7fbb81,249708cf-a408-4111-a0f8-823eea93775c
108b8e7e-7438-4f26-86a3-e8f0a79b3a5a,7ced2f7b-0fe8-4422-a068-f3f8582a8f7f
108b8e7e-7438-4f26-86a3-e8f0a79b3a5a,b09d7dac-c133-485f-b59d-c8bfcaa7181b
109f5283-bd3b-44ae-ace3-2181a0f897a3,aee4ae59-3150-4b08-ba09-d93f39c1debc
10a5c531-9f13-4917-a0f3-8fa9f35293ad,61337ed7-f94e-4806-ba04-962eca86c793
10b1fb86-efe1-4679-9799-121a34e4bb79,6e657b0b-2b5a-462b-9257-547ead49daa1
10be49c8-3ac5-4f30-b6a5-5df637721928,f2a6fa58-5306-4d1d-9bf2-29985264f7c9
10cc26f9-6d61-4420-9648-e41eaab234c3,bd04252a-c84c-4b44-b1c5-eb48097c48e8
10e29cab-6c1e-4416-8a0c-ffe18ecadc86,6e657b0b-2b5a-462b-9257-547ead49daa1
10e88bd9-f832-461c-ab3b-f824782d8ae8,61337ed7-f94e-4806-ba04-962eca86c793
10e88bd9-f832-461c-ab3b-f824782d8ae8,bd04252a-c84c-4b44-b1c5-eb48097c48e8
11397913-b265-4f43-8edf-f53bb5bf16eb,61337ed7-f94e-4806-ba04-962eca86c793
11397913-b265-4f43-8edf-f53bb5bf16eb,7ced2f7b-0fe8-4422-a068-f3f8582a8f7f
11397913-b265-4f43-8edf-f53bb5bf16eb,b09d7dac-c133-485f-b59d-c8bfcaa7181b
11397913-b265-4f43-8edf-f53bb5bf16eb,bd04252a-c84c-4b44-b1c5-eb48097c48e8
11397913-b265-4f43-8edf-f53bb5bf16eb,ceee8cbc-e3f7-4096-abb2-f1c50e278ef6
1183ece2-c122-4007-9189-149d65fcd91c,96d9ae8b-2a10-4724-9e08-4ae2d4183077
1187f28e-fd52-4017-b6d8-7798ff0f3d17,e4c1ed0c-e4d8-4d49-b951-e44ab66bb515
11add663-10ef-457d-80d4-78fd9d7406cd,ceee8cbc-e3f7-4096-abb2-f1c50e278ef6
11d5733f-eac0-4eeb-bf81-8eccd535f173,ceee8cbc-e3f7-4096-abb2-f1c50e278ef6
11d5733f-eac0-4eeb-bf81-8eccd535f173,f2a6fa58-5306-4d1d-9bf2-29985264f7c9
121bd095-d2bc-43b5-b742-21a16619a0d9,7ced2f7b-0fe8-4422-a068-f3f8582a8f7f
122b1831-eb6b-4948-a62f-8604dd1e5726,24ef4982-8c42-4524-8a43-dd4b0c6f249b
